"Road Name","Asset ID (Identifier)","Easting (Location/Map Coordinates)","Northing (Location/Map Coordinates)","Seat Type New","Geometry"
"PARK - HINDMARSH SQUARE","1208","281319.1324","6132791.7988","Swivel seat Stainless Steel","POINT (15429549.3963081 -4153529.48125397)"
"PARK - HINDMARSH SQUARE","1209","281309.2419","6132802.9209","Swivel seat Stainless Steel","POINT (15429537.6766049 -4153515.58670524)"
"PARK - HINDMARSH SQUARE","1210","281309.6151","6132804.6005","Swivel seat Stainless Steel","POINT (15429538.1800124 -4153513.54308311)"
"PARK - HINDMARSH SQUARE","1211","281310.8468","6132806.6905","Swivel seat Stainless Steel","POINT (15429539.7407937 -4153511.02258051)"
"PARK - HINDMARSH SQUARE","1212","281312.265","6132808.1835","Swivel seat Stainless Steel","POINT (15429541.5112786 -4153509.23781073)"
"PARK - HINDMARSH SQUARE","1213","281314.3924","6132809.2658","Swivel seat Stainless Steel","POINT (15429544.1333993 -4153507.97618795)"
"PARK - HINDMARSH SQUARE","1214","281316.2959","6132809.9376","Swivel seat Stainless Steel","POINT (15429546.4709078 -4153507.21014791)"
"PARK - HINDMARSH SQUARE","1215","281324.9921","6132793.8515","Swivel seat Stainless Steel","POINT (15429556.5916167 -4153527.14186664)"
"PARK - VICTORIA SQUARE","1495","280820.308","6132393.573","Adelaide Suite","POINT (15428930.3348071 -4154001.99347969)"
"PARK - VICTORIA SQUARE","1496","280827.3","6132379.382","Adelaide Suite","POINT (15428938.4348377 -4154019.55833679)"
"PARK - VICTORIA SQUARE","1497","280834.026","6132342.347","Adelaide Suite","POINT (15428945.5435661 -4154065.06025511)"
"PARK - VICTORIA SQUARE","1498","280853.736","6132105.448","Adelaide Suite","POINT (15428962.6250103 -4154355.43907249)"
"PARK - VICTORIA SQUARE","1499","280849.539","6132097.892","Adelaide Suite","POINT (15428957.2931138 -4154364.55933129)"
"PARK - VICTORIA SQUARE","1500","280839.905","6132111.903","Adelaide Suite","POINT (15428945.9701276 -4154347.13659206)"
"PARK - VICTORIA SQUARE","1501","280743.255","6132117.457","Adelaide Suite","POINT (15428828.4316102 -4154337.50494537)"
"PARK - VICTORIA SQUARE","1502","280725.283","6132140.71","Adelaide Suite","POINT (15428807.2249955 -4154308.53138191)"
"PARK - VICTORIA SQUARE","1503","280720.245","6132152.884","Adelaide Suite","POINT (15428801.4456035 -4154293.4907864)"
"PARK - VICTORIA SQUARE","1504","280712.9733","6132329.8922","Adelaide Suite","POINT (15428797.7646277 -4154076.74246672)"
"PARK - VICTORIA SQUARE","1505","280725.056","6132356.862","Adelaide Suite","POINT (15428813.2669709 -4154044.10536219)"
"PARK - VICTORIA SQUARE","626","280857.7857","6132288.9864","Adelaide Suite","POINT (15428972.9187242 -4154131.03331057)"
"PARK - VICTORIA SQUARE","627","280857.7857","6132285.702","Adelaide Suite","POINT (15428972.8227763 -4154135.05111531)"
"PARK - VICTORIA SQUARE","630","280869.907","6132146.635","Willow","POINT (15428983.52139 -4154305.52872896)"
"PARK - VICTORIA SQUARE","634","280743.8766","6132090.4293","Adelaide Suite","POINT (15428828.3985575 -4154370.58678387)"
"PARK - VICTORIA SQUARE","644","280691.9233","6132321.6812","Adelaide Suite","POINT (15428771.8904175 -4154086.16877022)"
"PARK - VICTORIA SQUARE","647","280727.0067","6132388.7129","Adelaide Suite","POINT (15428816.5734637 -4154005.19986458)"
"PARK - VICTORIA SQUARE","648","280719.2436","6132388.4143","Adelaide Suite","POINT (15428807.1110851 -4154005.33719543)"
"PARK - VICTORIA SQUARE","649","280709.9875","6132387.8171","Adelaide Suite","POINT (15428795.8218514 -4154005.79595059)"
"PARK - VICTORIA SQUARE","1714","280823.7473","6132274.3559","","POINT (15428931.0398946 -4154147.9318453)"
"PARK - VICTORIA SQUARE","1715","280811.804","6132318.5461","","POINT (15428917.7867393 -4154093.52352865)"
"PARK - VICTORIA SQUARE","1716","280741.0399","6132262.8414","","POINT (15428829.9836381 -4154159.58959671)"
"PARK - VICTORIA SQUARE","1717","280744.5103","6132312.9102","","POINT (15428835.6732613 -4154098.44243331)"
"PARK - WHITMORE SQUARE","1635","280192.0115","6131738.792","Willow","POINT (15428146.0298863 -4154784.53386972)"
"PARK - WHITMORE SQUARE","1636","280191.7347","6131742.4676","Willow","POINT (15428145.8005138 -4154780.02912682)"
"PARK - WHITMORE SQUARE","1637","280190.6829","6131773.5664","Willow","POINT (15428145.43105 -4154741.95310719)"
"PARK - WHITMORE SQUARE","1629","280340.6873","6131748.7707","Concrete Leg1","POINT (15428327.3866612 -4154776.70205658)"
"PARK - WHITMORE SQUARE","1545","280277.6185","6131808.1797","Willow","POINT (15428252.3190064 -4154702.16765737)"
"PARK - WHITMORE SQUARE","540","280232.536","6131761.4851","Willow","POINT (15428196.047517 -4154757.96498058)"
"PARK - WHITMORE SQUARE","541","280252.8396","6131768.0539","","POINT (15428220.9666144 -4154750.52659548)"
"PARK - WHITMORE SQUARE","542","280268.963","6131764.4709","Willow","POINT (15428240.4974235 -4154755.38444099)"
"PARK - WHITMORE SQUARE","543","280272.6953","6131796.2699","Willow","POINT (15428245.9744178 -4154716.59269521)"
"PARK - WHITMORE SQUARE","544","280273.04","6131800.8842","Willow","POINT (15428246.5293938 -4154710.9579058)"
"PARK - WHITMORE SQUARE","546","280263.1407","6131830.7561","Willow","POINT (15428235.3488317 -4154674.12265199)"
"PARK - WHITMORE SQUARE","1488","280298.977","6131695.39","Willow","POINT (15428275.0261085 -4154840.77894162)"
"PARK - WHITMORE SQUARE","1489","280238.933","6131701.871","","POINT (15428202.0912151 -4154831.08307759)"
"PARK - WHITMORE SQUARE","1490","280309.142","6131827.218","Willow","POINT (15428291.2672289 -4154679.80471501)"
"PARK - WHITMORE SQUARE","1491","280223.452","6131822.689","Willow","POINT (15428186.778135 -4154682.82337711)"
"PARK - WHITMORE SQUARE","1492","280302.951","6131646.548","Concrete Leg1","POINT (15428278.4350362 -4154900.64790921)"
"PARK - HURTLE SQUARE","1286","281314.3924","6131931.6489","Willow","POINT (15429518.5495832 -4154581.56001985)"
"PARK - HURTLE SQUARE","549","281354.881","6131760.892","Adelaide Suite","POINT (15429562.8800098 -4154791.64367884)"
"PARK - HURTLE SQUARE","550","281353.948","6131773.347","Adelaide Suite","POINT (15429562.1068605 -4154776.37922275)"
"PARK - HURTLE SQUARE","551","281328.3511","6131759.3017","Willow","POINT (15429530.5239659 -4154792.8122103)"
"PARK - HURTLE SQUARE","552","281312.6009","6131850.4346","Willow","POINT (15429513.9997916 -4154680.86169461)"
"PARK - HURTLE SQUARE","553","281312.6009","6131877.9041","Willow","POINT (15429514.8007542 -4154647.25657012)"
"PARK - HURTLE SQUARE","554","281302.4491","6131907.1652","Willow","POINT (15429503.2906879 -4154611.16243045)"
"PARK - HURTLE SQUARE","555","281349.47","6131894.922","Adelaide Suite","POINT (15429560.197661 -4154627.51738185)"
"PARK - HURTLE SQUARE","556","281346.6579","6131887.2442","Adelaide Suite","POINT (15429556.5491361 -4154636.82772874)"
"PARK - HURTLE SQUARE","557","281348.081","6131868.783","Adelaide Suite","POINT (15429557.7440414 -4154659.45409794)"
"PARK - HURTLE SQUARE","558","281383.497","6131865.841","Adelaide Suite","POINT (15429600.7894795 -4154664.09032124)"
"PARK - HURTLE SQUARE","559","281396.2039","6131854.6147","Willow","POINT (15429615.9373062 -4154678.19621871)"
"PARK - HURTLE SQUARE","560","281381.425","6131890.157","Adelaide Suite","POINT (15429598.9748889 -4154634.28241935)"
"PARK - HURTLE SQUARE","561","281414.716","6131889.8474","Willow","POINT (15429639.5090586 -4154635.63588465)"
"PARK - HURTLE SQUARE","562","281390.8294","6131925.0801","Willow","POINT (15429611.4458787 -4154591.83437656)"
"PARK - HURTLE SQUARE","563","281375.565","6131912.303","Adelaide Suite","POINT (15429592.4838763 -4154607.01836168)"
"PARK - HURTLE SQUARE","564","281440.3194","6131773.9322","Willow","POINT (15429667.3120116 -4154778.19227747)"
"PARK - HURTLE SQUARE","565","281399.904","6131773.403","Adelaide Suite Bench Curved","POINT (15429618.0763611 -4154777.65643966)"
"PARK - HURTLE SQUARE","566","281400.165","6131771.436","Adelaide Suite","POINT (15429618.3368883 -4154780.07045957)"
"PARK - WELLINGTON SQUARE","520","279897.0976","6134640.694","Willow","POINT (15427871.9807462 -4151226.332756)"
"PARK - WELLINGTON SQUARE","522","279900.0835","6134619.1961","Willow","POINT (15427874.9858496 -4151252.71211272)"
"PARK - WELLINGTON SQUARE","527","280031.4596","6134552.9109","Willow","POINT (15428032.9894739 -4151337.64485782)"
"PARK - WELLINGTON SQUARE","1482","279852.147","6134638.991","Willow","POINT (15427817.2053837 -4151227.09186308)"
"PARK - WELLINGTON SQUARE","1483","279922.26","6134631.406","Willow","POINT (15427902.3427026 -4151238.43258107)"
"PARK - WELLINGTON SQUARE","1484","279967.937","6134659.21","Willow","POINT (15427958.7672779 -4151205.77353863)"
"PARK - WELLINGTON SQUARE","1485","279936.823","6134573.971","Willow","POINT (15427918.3894019 -4151309.10323388)"
"PARK - WELLINGTON SQUARE","1486","279993.105","6134522.624","Willow","POINT (15427985.4064985 -4151373.55672062)"
"PARK - WELLINGTON SQUARE","1487","280009.902","6134687.097","Willow","POINT (15428010.6747792 -4151172.9035466)"
"PARK 03 - KANTARILLA","1543","280263.9356","6135509.4265","Willow","POINT (15428344.0068589 -4150174.73154109)"
"PARK 03 - KANTARILLA","1532","280227.2882","6135375.4734","Willow","POINT (15428295.4753226 -4150337.46235378)"
"PARK 09 - TIDLANNGA","1478","281700.73","6134616.496","Willow","POINT (15430067.1443818 -4151308.81456143)"
"PARK 09 - TIDLANNGA","1448","281611.5446","6134568.332","Parklands Trail","POINT (15429957.1618515 -4151365.11434623)"
"PARK 09 - TIDLANNGA","405","281612.1535","6134573.8116","Parklands Trail","POINT (15429958.0625466 -4151358.43054472)"
"PARK 09 - TIDLANNGA","407","281727.7047","6134523.6498","Willow","POINT (15430097.2867904 -4151423.15398264)"
"PARK 09 - TIDLANNGA","408","281731.5863","6134527.5314","Concrete Leg1","POINT (15430102.1254574 -4151418.52007185)"
"PARK 09 - TIDLANNGA","409","281750.0984","6134689.0643","Willow","POINT (15430129.3587768 -4151221.50519324)"
"PARK 12 - TORRENS PARADE GROUND","515","280739.0993","6133322.6032","Willow","POINT (15428858.5892261 -4152863.19905461)"
"PARK 12 - TORRENS PARADE GROUND","516","280751.789","6133335.8901","Willow","POINT (15428874.4289196 -4152847.31945209)"
"PARK 12 - TORRENS PARADE GROUND","517","280805.6831","6133348.3932","Willow","POINT (15428940.4178281 -4152833.60755607)"
"PARK 12 - TORRENS PARADE GROUND","518","280821.0601","6133348.5425","Willow","POINT (15428959.1458557 -4152833.8760643)"
"PARK 12 - TORRENS PARADE GROUND","519","280838.8257","6133349.4382","Willow","POINT (15428980.8041403 -4152833.3016435)"
"PARK 12 - TORRENS PARADE GROUND","504","280724.1702","6133464.7283","Willow","POINT (15428844.5633206 -4152688.92038483)"
"PARK 12 - TORRENS PARADE GROUND","505","280718.4971","6133438.9382","Cedar","POINT (15428836.9021156 -4152720.29888496)"
"PARK 12 - TORRENS PARADE GROUND","506","280713.5705","6133438.1171","Cedar","POINT (15428830.8793599 -4152721.1586163)"
"PARK 12 - TORRENS PARADE GROUND","507","280732.829","6133409.2293","Willow","POINT (15428853.4850897 -4152757.05786761)"
"PARK 12 - TORRENS PARADE GROUND","508","280757.4621","6133362.3146","Unknown","POINT (15428882.1086576 -4152815.16460162)"
"PARK 12 - TORRENS PARADE GROUND","509","280757.0142","6133379.3338","Unknown","POINT (15428882.0604517 -4152794.33434085)"
"PARK 12 - TORRENS PARADE GROUND","510","280776.7206","6133374.855","Unknown","POINT (15428905.9248565 -4152800.39085908)"
"PARK 12 - TORRENS PARADE GROUND","511","280777.1685","6133370.0777","Unknown","POINT (15428906.3306919 -4152806.24737937)"
"PARK 12 - TORRENS PARADE GROUND","512","280768.5096","6133361.1203","Willow","POINT (15428895.5256333 -4152816.94959761)"
"PARK 12 - TORRENS PARADE GROUND","1360","280780.9008","6133504.1411","Adelaide Suite with Plaque","POINT (15428914.7910758 -4152642.37772696)"
"PARK 12 - TORRENS PARADE GROUND","1361","280785.3795","6133506.5298","Adelaide Suite with Plaque","POINT (15428920.3141975 -4152639.58742232)"
"PARK 12 - TORRENS PARADE GROUND","1362","280790.4554","6133505.3354","Adelaide Suite with Plaque","POINT (15428926.4598297 -4152641.19725971)"
"PARK 12 - TORRENS PARADE GROUND","1381","280743.1301","6133363.061","Willow","POINT (15428864.6792691 -4152813.83105222)"
"PARK 12 - TORRENS PARADE GROUND","1382","280740.4429","6133379.1845","Willow","POINT (15428861.8782758 -4152794.03065756)"
"PARK 12 - TORRENS PARADE GROUND","1383","280766.8674","6133380.3788","Willow","POINT (15428894.0885917 -4152793.34527902)"
"PARK 12 - TORRENS PARADE GROUND","1384","280737.7557","6133386.0519","Willow with Plaque","POINT (15428858.806875 -4152785.5519145)"
"PARK 12 - TORRENS PARADE GROUND","1385","280751.6397","6133386.649","Willow with Plaque","POINT (15428875.7299655 -4152785.22901506)"
"PARK 12 - TORRENS PARADE GROUND","1386","280728.201","6133348.4305","Willow with Plaque","POINT (15428846.0735741 -4152831.28830563)"
"PARK 12 - TORRENS PARADE GROUND","1387","280719.99","6133360.0752","Willow with Plaque","POINT (15428836.4157637 -4152816.80402469)"
"PARK 12 - TORRENS PARADE GROUND","1016","280714.2423","6133433.6384","Cedar","POINT (15428831.5665064 -4152726.65643615)"
"PARK 12 - TORRENS PARADE GROUND","1608","280718.8703","6133434.3102","Cedar","POINT (15428837.2213191 -4152725.97055619)"
"PARK 12 - SOUTH BANK","1373","280693.7148","6133581.3246","Willow","POINT (15428810.8869118 -4152545.41362664)"
"PARK 12 - SOUTH BANK","1374","280746.4145","6133588.7891","Willow","POINT (15428875.2725858 -4152537.83018426)"
"PARK 12 - SOUTH BANK","1375","280945.5315","6133540.3255","Willow","POINT (15429116.3049469 -4152602.94769633)"
"PARK 12 - SOUTH BANK","1376","280987.4076","6133495.7248","Willow","POINT (15429165.9925728 -4152658.72811329)"
"PARK 12 - SOUTH BANK","1377","281179.6572","6133768.7595","Willow","POINT (15429408.0402908 -4152330.40519598)"
"PARK 12 - SOUTH BANK","1378","281272.0684","6133585.5794","Willow","POINT (15429515.2213996 -4152557.16217247)"
"PARK 12 - SOUTH BANK","1379","281231.4612","6133533.9247","Concrete Leg1","POINT (15429464.2718678 -4152619.15407586)"
"PARK 12 - SOUTH BANK","1380","281072.7648","6133460.6041","Willow","POINT (15429268.9011342 -4152704.18736615)"
"PARK 12 - SOUTH BANK","355","281179.0601","6133820.1157","Willow","POINT (15429408.8103533 -4152267.5737202)"
"PARK 12 - SOUTH BANK","356","281180.2544","6133802.2007","Willow","POINT (15429409.7422791 -4152289.52056731)"
"PARK 12 - SOUTH BANK","357","281199.3636","6133764.5794","Willow","POINT (15429431.9127649 -4152336.09495482)"
"PARK 12 - SOUTH BANK","358","281210.1126","6133732.9297","Willow","POINT (15429444.0781404 -4152375.12077546)"
"PARK 12 - SOUTH BANK","359","281225.3403","6133692.9197","Willow","POINT (15429461.4531874 -4152424.50348307)"
"PARK 12 - SOUTH BANK","360","281238.03","6133659.0306","Willow","POINT (15429475.9164876 -4152466.32546632)"
"PARK 12 - SOUTH BANK","361","281241.9116","6133615.4376","Willow","POINT (15429479.3722396 -4152519.75883555)"
"PARK 12 - SOUTH BANK","362","281229.6697","6133576.6219","Willow","POINT (15429463.3350102 -4152566.87711313)"
"PARK 12 - SOUTH BANK","363","281158.01","6133494.9597","Willow","POINT (15429373.6999948 -4152664.66279291)"
"PARK 12 - SOUTH BANK","364","281170.849","6133482.7178","Willow","POINT (15429388.9761719 -4152680.01244802)"
"PARK 12 - SOUTH BANK","365","281049.774","6133469.263","Willow","POINT (15429241.1594611 -4152692.92256213)"
"PARK 12 - SOUTH BANK","366","281054.0288","6133466.725","Willow","POINT (15429246.2661872 -4152696.15159029)"
"PARK 12 - SOUTH BANK","367","281058.4329","6133466.6504","Willow","POINT (15429251.6265689 -4152696.37189368)"
"PARK 12 - SOUTH BANK","368","281006.8901","6133492.6644","Willow","POINT (15429189.6256352 -4152663.04247317)"
"PARK 12 - SOUTH BANK","369","281005.3226","6133493.5601","Willow","POINT (15429187.7431436 -4152661.90096136)"
"PARK 12 - SOUTH BANK","370","280979.0847","6133511.643","Willow","POINT (15429156.3229265 -4152639.01395317)"
"PARK 12 - SOUTH BANK","371","280978.5622","6133513.4345","Willow","POINT (15429155.7389975 -4152636.80738335)"
"PARK 12 - SOUTH BANK","372","280957.0269","6133530.323","Willow","POINT (15429130.0100345 -4152615.51911966)"
"PARK 12 - SOUTH BANK","373","280954.7129","6133531.8906","Willow","POINT (15429127.2382138 -4152613.53389332)"
"PARK 12 - SOUTH BANK","374","280942.5457","6133540.9227","Willow","POINT (15429112.6868148 -4152602.12970321)"
"PARK 12 - SOUTH BANK","375","280927.2433","6133541.6691","Willow","POINT (15429094.0761364 -4152600.76810475)"
"PARK 12 - SOUTH BANK","376","280981.9212","6133510.5979","Willow","POINT (15429159.7462132 -4152640.3754031)"
"PARK 12 - SOUTH BANK","377","280963.4838","6133515.7485","Willow","POINT (15429137.4467476 -4152633.5350247)"
"PARK 12 - SOUTH BANK","379","280767.6139","6133590.5806","Willow","POINT (15428901.1374811 -4152536.26098877)"
"PARK 12 - NORTH BANK","331","280993.7898","6133589.0131","Willow","POINT (15429176.4857403 -4152544.81098094)"
"PARK 12 - NORTH BANK","326","280696.2527","6133681.3496","Willow","POINT (15428816.8995363 -4152423.1455747)"
"PARK 12 - NORTH BANK","327","280753.5805","6133678.0652","Willow","POINT (15428886.6056874 -4152428.84506464)"
"PARK 12 - NORTH BANK","328","280740.1443","6133708.8192","Willow","POINT (15428871.1441612 -4152390.83522976)"
"PARK 12 - NORTH BANK","340","281100.7569","6133562.7752","Willow","POINT (15429305.9649759 -4152580.03789778)"
"PARK 12 - NORTH BANK","341","281102.7723","6133565.761","Willow","POINT (15429308.5060382 -4152576.44490901)"
"PARK 12 - NORTH BANK","342","281102.4737","6133555.5346","Willow","POINT (15429307.8442131 -4152588.94442118)"
"PARK 12 - NORTH BANK","343","281104.937","6133554.1909","Willow","POINT (15429310.8043823 -4152590.66011325)"
"PARK 12 - NORTH BANK","344","281112.7748","6133554.5642","Willow","POINT (15429320.3587121 -4152590.43312995)"
"PARK 12 - NORTH BANK","345","281114.9395","6133557.55","Willow","POINT (15429323.0815627 -4152586.84450817)"
"PARK 12 - NORTH BANK","346","281114.4917","6133564.716","Willow","POINT (15429322.745293 -4152578.06640931)"
"PARK 12 - NORTH BANK","347","281111.6551","6133567.4032","Willow","POINT (15429319.3697693 -4152574.69650664)"
"PARK 12 - NORTH BANK","349","281163.5711","6133634.2109","Willow","POINT (15429384.5313503 -4152494.50272515)"
"PARK 12 - NORTH BANK","350","281168.3484","6133673.3252","Willow","POINT (15429391.4885762 -4152446.80104599)"
"PARK 12 - NORTH BANK","351","281145.9548","6133731.8473","Willow","POINT (15429365.9283805 -4152374.56587141)"
"PARK 12 - NORTH BANK","352","281107.1018","6133831.7604","Willow","POINT (15429321.5347313 -4152251.22361151)"
